transect	quadrat	location	burn_trt	year	quadratID	survey_date	cover	plot_size	species	sp
T46	Q1	SP4	Control	2023	T46.Q1	21/05/2023	5	5	"Acacia maidenii"	Aca_mai
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	2	1	"Capillipedium spicigerum"	Cap_spi
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	75	1	"Themeda triandra"	The_tri
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	1	1	"Lobelia concolor"	Lob_con
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	0.1	1	"Asperula conferta"	Asp_con
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	0.1	1	"Acacia maidenii"	Aca_mai
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	0.5	1	"Hydrocotyle laxiflora"	Hyd_lax
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	0.1	1	"Galactia tenuiflora"	Gal_ten
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	3	1	"Heteropogon contortus"	Het_con
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	18.2	1	"Litter"	Litter
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	2	5	"Eucalyptus melanophloia"	Euc_melp
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	1	5	"Eucalyptus melanophloia"	Euc_melp
T46	Q2	SP4	Control	2023	T46.Q2	21/05/2023	1	5	"Acacia maidenii"	Aca_mai
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	1	1	"Sigesbeckia orientalis"	Sig_ori
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	45	1	"Themeda triandra"	The_tri
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	8	1	"Bidens pilosa"	Bid_pil
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	2.5	1	"Mentha satureioides"	Men_sat
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	6	1	"Hydrocotyle laxiflora"	Hyd_lax
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	1.5	1	"Cyperus gracilis"	Cyp_gra
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	1	1	"Gomphocarpus fruticosus"	Gom_fru
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	2.5	1	"Heteropogon contortus"	Het_con
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	0.1	1	"Hybanthus stellarioides"	Hyb_ste
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	32.4	1	"Litter"	Litter
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	1	5	"Eucalyptus melanophloia"	Euc_melp
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	1	5	"Jacaranda mimosifolia"	Jac_mim
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	1	5	"Eucalyptus tereticornis"	Euc_ter
T46	Q3	SP4	Control	2023	T46.Q3	21/05/2023	3	5	"Eucalyptus melanophloia"	Euc_melp
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	40	1	"Melinis repens"	Mel_rep
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	35	1	"Themeda triandra"	The_tri
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	3	1	"Asperula conferta"	Asp_con
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	1	1	"Rostellularia adscendens"	Ros_ads
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	0.1	1	"Sida rhombifolia"	Sid_rho
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	1	1	"Aristida queenslandica"	Ari_que
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	0.1	1	"Mentha satureioides"	Men_sat
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	1	1	"Capillipedium spicigerum"	Cap_spi
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	17.3	1	"Litter"	Litter
T46	Q4	SP4	Control	2023	T46.Q4	21/05/2023	1	5	"Eucalyptus melanophloia"	Euc_melp
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	25	1	"Themeda triandra"	The_tri
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	15	1	"Melinis repens"	Mel_rep
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	1	1	"Bidens pilosa"	Bid_pil
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	1	1	"Capillipedium spicigerum"	Cap_spi
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	1	1	"Panicum effusum"	Pan_eff
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	0.1	1	"Galactia tenuiflora"	Gal_ten
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	2	1	"Heteropogon contortus"	Het_con
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	12	1	"Digitaria sanguinalis"	Dig_san
T46	Q5	SP4	Control	2023	T46.Q5	21/05/2023	42.9	1	"Litter"	Litter
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
										
