transect	quadrat	location	burn_trt	year	quadratID	survey_date	cover	plot_size	species	sp
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	0.5	1	"Desmodium gangeticum"	Des_gan
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	2	1	"Cyperus gracilis"	Cyp_gra
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	0.1	1	"Solanum nigrum"	Sol_nig
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	2	1	"Lomandra multiflora"	Lom_mul
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	32.3	1	"Litter"	Litter
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	1	5	"Lantana camara"	Lan_cam
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T04	Q4	BCCA1	Control	2023	T04.Q4	26/05/2023	2	5	"Corymbia citriodora"	Cor_cit
T04	Q5	BCCA1	Control	2023	T04.Q5	26/05/2023	1	1	"Desmodium varians"	Des_var
T04	Q5	BCCA1	Control	2023	T04.Q5	26/05/2023	1	1	"Heteropogon contortus"	Het_con
T04	Q5	BCCA1	Control	2023	T04.Q5	26/05/2023	75	1	"Digitaria ciliaris"	Dig_cil
T04	Q5	BCCA1	Control	2023	T04.Q5	26/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T04	Q5	BCCA1	Control	2023	T04.Q5	26/05/2023	0.1	1	"Galactia tenuiflora"	Gal_ten
T04	Q5	BCCA1	Control	2023	T04.Q5	26/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T04	Q5	BCCA1	Control	2023	T04.Q5	26/05/2023	20.9	1	"Litter"	Litter
T04	Q5	BCCA1	Control	2023	T04.Q5	26/05/2023	2	5	"Corymbia citriodora"	Cor_cit
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	30	1	"Heteropogon contortus"	Het_con
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	0.1	1	"Rostellularia adscendens"	Ros_ads
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	2	1	"Cymbopogon refractus"	Cym_ref
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	0.1	1	"Chamaecrista nomame"	Cha_nom
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	2	1	"Scleria mackaviensis"	Scl_mac
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	1	1	"Galactia tenuiflora"	Gal_ten
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	3	1	"Chrysopogon fallax"	Chr_fal
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	61.7	1	"Litter"	Litter
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	1	5	"Lantana camara"	Lan_cam
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	1	5	"Acacia maidenii"	Aca_mai
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	1	5	"Acacia leiocalyx"	Aca_lei
T07	Q1	BCCA3	Burn	2023	T07.Q1	27/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	25	1	"Heteropogon contortus"	Het_con
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	0.1	1	"Entolasia stricta"	Ent_str
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	1	1	"Jasminum dianthifolia"	Jas_dia
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	0.1	1	"Aristida queenslandica"	Ari_que
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	6	1	"Chrysopogon fallax"	Chr_fal
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	2	1	"Lomandra multiflora"	Lom_mul
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	0.5	1	"Rostellularia adscendens"	Ros_ads
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	59.2	1	"Litter"	Litter
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	6	1	"Rock"	Rock
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	1	5	"Acacia maidenii"	Aca_mai
T07	Q2	BCCA3	Burn	2023	T07.Q2	27/05/2023	4	5	"Corymbia citriodora"	Cor_cit
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	0.3	1	"Rostellularia adscendens"	Ros_ads
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	6	1	"Jasminum dianthifolia"	Jas_dia
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	1.5	1	"Heteropogon contortus"	Het_con
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	3	1	"Eragrostis brownii"	Era_bro
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	1	1	"Lomandra multiflora"	Lom_mul
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	0.8	1	"Aristida queenslandica"	Ari_que
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	0.8	1	"Glycine tabacina"	Gly_tab
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	6	1	"Bothriochloa bladhii"	Bot_bla
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	16	1	"Chrysopogon fallax"	Chr_fal
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	1	1	"Cyanthillium cinereum"	Cya_cin
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	61.6	1	"Litter"	Litter
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	1	1	"Rock"	Rock
T07	Q3	BCCA3	Burn	2023	T07.Q3	27/05/2023	2	5	"Corymbia citriodora"	Cor_cit
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	6	1	"Lomandra multiflora"	Lom_mul
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	0.5	1	"Desmodium rhytidophyllum"	Des_rhy
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	2	1	"Digitaria ciliaris"	Dig_cil
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	0.1	1	"Senecio madagascariensis"	Sen_mad
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	1	1	"Digitaria sanguinalis"	Dig_san
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	1	1	"Panicum effusum"	Pan_eff
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	3	1	"Heteropogon contortus"	Het_con
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	2	1	"Bare ground"	Bare
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	68.4	1	"Litter"	Litter
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	15	1	"Rock"	Rock
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	1	5	"Smilax australis"	Smi_aus
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	1	5	"Lomandra multiflora"	Lom_mul
T07	Q4	BCCA3	Burn	2023	T07.Q4	27/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	2	1	"Lomandra confertifolia"	Lom_con
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	0.1	1	"Sonchus oleraceus"	Son_ole
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	2	1	"Melinis repens"	Mel_rep
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	0.3	1	"Panicum effusum"	Pan_eff
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	0.1	1	"Rhynchosia minima"	Rhy_min
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	15	1	"Bare ground"	Bare
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	75.4	1	"Litter"	Litter
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	4	1	"Rock"	Rock
T07	Q5	BCCA3	Burn	2023	T07.Q5	27/05/2023	1	5	"Eucalyptus crebra"	Euc_cre
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	0.5	1	"Lantana camara"	Lan_cam
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	5	1	"Heteropogon contortus"	Het_con
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	0.1	1	"Desmodium varians"	Des_var
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	0.1	1	"Rostellularia adscendens"	Ros_ads
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	1	1	"Bidens pilosa"	Bid_pil
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	0.5	1	"Chamaecrista nomame"	Cha_nom
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	0.1	1	"Crotalaria montana"	Cro_mon
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	3	1	"Polymeria calycina"	Pol_cal
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	89.7	1	"Litter"	Litter
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	3	5	"Corymbia tessellaris"	Cor_tes
T08	Q1	BCCA3	Control	2023	T08.Q1	26/05/2023	1	5	"Brachychiton populneus"	Bra_pop
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	40	1	"Melinis repens"	Mel_rep
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	1	1	"Cyanthillium cinereum"	Cya_cin
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	1	1	"Bidens pilosa"	Bid_pil
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	0.1	1	"Stephania japonica"	Ste_jap
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	0.1	1	"Fimbristylis dichotoma"	Fim_dic
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	0.1	1	"Brachychiton populneus"	Bra_pop
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	55.2	1	"Litter"	Litter
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	1	5	"Eustrephus latifolius"	Eus_lat
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	1	5	"Smilax australis"	Smi_aus
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	2	5	"Maclura cochinchinensis"	Mac_coc
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	1	5	"Brachychiton populneus"	Bra_pop
T08	Q2	BCCA3	Control	2023	T08.Q2	26/05/2023	1	5	"Asparagus africanus"	Asp_afr
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	1.5	1	"Malvastrum americanum"	Mal_ame
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	1.5	1	"Gomphocarpus fruticosus"	Gom_fru
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	1	1	"Lomandra confertifolia"	Lom_con
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	4	1	"Heteropogon contortus"	Het_con
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	0.1	1	"Lobelia concolor"	Lob_con
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	0.5	1	"Bidens pilosa"	Bid_pil
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	0.1	1	"Eustrephus latifolius"	Eus_lat
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	3	1	"Panicum effusum"	Pan_eff
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	0.3	1	"Galactia tenuiflora"	Gal_ten
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	0.1	1	"Rhynchosia minima"	Rhy_min
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	0.1	1	"Melinis repens"	Mel_rep
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	83.8	1	"Litter"	Litter
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	3	1	"Rock"	Rock
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	1	5	"Erythrina vespertilio"	Ery_ves
T08	Q3	BCCA3	Control	2023	T08.Q3	26/05/2023	1	5	"Corymbia tessellaris"	Cor_tes
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	0.2	1	"Bidens pilosa"	Bid_pil
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	0.2	1	"Lobelia concolor"	Lob_con
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	5	1	"Cyanthillium cinereum"	Cya_cin
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	2	1	"Lomandra confertifolia"	Lom_con
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	0.1	1	"Cyperus gracilis"	Cyp_gra
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	3	1	"Vittadinia pustulata"	Vit_pus
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	4	1	"Bothriochloa bladhii"	Bot_bla
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	1.5	1	"Conyza bonariensis"	Con_bon
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	15	1	"Melinis repens"	Mel_rep
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	65	1	"Litter"	Litter
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	4	1	"Rock"	Rock
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	3	5	"Corymbia tessellaris"	Cor_tes
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	2	5	"Maclura cochinchinensis"	Mac_coc
T08	Q4	BCCA3	Control	2023	T08.Q4	26/05/2023	1	5	"Corymbia tessellaris"	Cor_tes
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	0.1	1	"Scleria mackaviensis"	Scl_mac
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	0.4	1	"Lantana camara"	Lan_cam
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	0.5	1	"Maclura cochinchinensis"	Mac_coc
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	0.1	1	"Desmodium varians"	Des_var
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	0.1	1	"Eucalyptus crebra"	Euc_cre
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	0.5	1	"Melinis repens"	Mel_rep
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	98.3	1	"Litter"	Litter
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	7	5	"Maclura cochinchinensis"	Mac_coc
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	4	5	"Lantana camara"	Lan_cam
T08	Q5	BCCA3	Control	2023	T08.Q5	26/05/2023	5	5	"Corymbia tessellaris"	Cor_tes
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	8	1	"Lobelia concolor"	Lob_con
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	40	1	"Themeda triandra"	The_tri
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	2	1	"Heteropogon contortus"	Het_con
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	1	1	"Bidens pilosa"	Bid_pil
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	1	1	"Galactia tenuiflora"	Gal_ten
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	1	1	"Hydrocotyle laxiflora"	Hyd_lax
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	1	1	"Desmodium gangeticum"	Des_gan
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	1	1	"Bothriochloa decipiens"	Bot_dec
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	1	1	"Dianella caerulea"	Dia_cer
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	0.1	1	"Rostellularia adscendens"	Ros_ads
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	0.8	1	"Cyanthillium cinereum"	Cya_cin
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	0.1	1	"Rhynchosia minima"	Rhy_min
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	42	1	"Litter"	Litter
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	2	5	"Eucalyptus crebra"	Euc_cre
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	3	5	"Lantana camara"	Lan_cam
T09	Q1	BCCA4	Burn	2023	T09.Q1	27/05/2023	2	5	"Breynia oblongifolia"	Bre_obl
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	0.1	1	"Rhynchosia minima"	Rhy_min
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	70	1	"Digitaria ciliaris"	Dig_cil
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	0.1	1	"Aristida queenslandica"	Ari_que
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	4	1	"Heteropogon contortus"	Het_con
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	1	1	"Sida hackettiana"	Sid_hac
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	0.1	1	"Glycine tomentella"	Gly_tom
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	1	1	"Bare ground"	Bare
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	23.2	1	"Litter"	Litter
T09	Q2	BCCA4	Burn	2023	T09.Q2	27/05/2023	2	5	"Acacia salicina"	Aca_sal
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	1	1	"Cyperus gracilis"	Cyp_gra
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	0.1	1	"Corymbia citriodora"	Cor_cit
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	0.5	1	"Lantana camara"	Lan_cam
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	1	1	"Glycine tabacina"	Gly_tab
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	0.1	1	"Eustrephus latifolius"	Eus_lat
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	0.1	1	"Cyanthillium cinereum"	Cya_cin
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	96.2	1	"Litter"	Litter
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	1	5	"?Ligustrum vulgare "	?Lig_vul
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	2	5	"Alectryon pubescens"	Ale_pub
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	4	5	"Acacia salicina"	Aca_sal
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	2	5	"Corymbia citriodora"	Cor_cit
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	5	5	"Lantana camara"	Lan_cam
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	1	5	"Brachychiton populneus"	Bra_pop
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	3	5	"Acacia salicina"	Aca_sal
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	2	5	"Alphitonia excelsa"	Alp_exc
T09	Q3	BCCA4	Burn	2023	T09.Q3	27/05/2023	1	5	"Alphitonia excelsa"	Alp_exc
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	0.5	1	"Bothriochloa bladhii"	Bot_bla
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	2	1	"Scleria mackaviensis"	Scl_mac
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	0.5	1	"Galactia tenuiflora"	Gal_ten
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	4	1	"Lomandra multiflora"	Lom_mul
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	0.1	1	"Crotalaria montana"	Cro_mon
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	0.1	1	"Sigesbeckia orientalis"	Sig_ori
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	1	1	"Glycine tabacina"	Gly_tab
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	0.8	1	"Sorghum leiocladum"	Sor_lei
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	0.8	1	"Paspalidium distans"	Pas_dis
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	1.2	1	"Panicum effusum"	Pan_eff
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	0.1	1	"Aristida queenslandica"	Ari_que
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	3	1	"Bare ground"	Bare
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	85.9	1	"Litter"	Litter
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	1	5	"Brachychiton populneus"	Bra_pop
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	6	5	"Acacia salicina"	Aca_sal
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	2	5	"Acacia salicina"	Aca_sal
T09	Q4	BCCA4	Burn	2023	T09.Q4	27/05/2023	3	5	"Breynia oblongifolia"	Bre_obl
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	12	1	"Heteropogon contortus"	Het_con
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	12	1	"Sporobolus creber"	Spo_cre
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	5	1	"Lomandra multiflora"	Lom_mul
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	3	1	"Cyperus gracilis"	Cyp_gra
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	2	1	"Melinis repens"	Mel_rep
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	3	1	"Cyanthillium cinereum"	Cya_cin
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	63	1	"Litter"	Litter
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	2	5	"Lantana camara"	Lan_cam
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	1	5	"Acacia salicina"	Aca_sal
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	1	5	"Acacia maidenii"	Aca_mai
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	2	5	"Acacia maidenii"	Aca_mai
T09	Q5	BCCA4	Burn	2023	T09.Q5	27/05/2023	1	5	"Brachychiton populneus"	Bra_pop
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	1	1	"Dianella caerulea"	Dia_cer
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	1	1	"Aristida queenslandica"	Ari_que
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	0.1	1	"Lobelia concolor"	Lob_con
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	0.5	1	"Cyperus gracilis"	Cyp_gra
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	10	1	"Lantana camara"	Lan_cam
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	1	1	"Scleria mackaviensis"	Scl_mac
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	86.4	1	"Litter"	Litter
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	5	5	"Lantana camara"	Lan_cam
T10	Q1	BCCA4	Control	2023	T10.Q1	26/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	1	1	"Oxalis corniculata"	Oxa_cor
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	1	1	"Chloris ventricosa"	Chl_ven
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	1	1	"Einadia nutans"	Ein_nut
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	1	1	"Conyza bonariensis"	Con_bon
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	0.5	1	"Cyperus gracilis"	Cyp_gra
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	0.1	1	"Hydrocotyle laxiflora"	Hyd_lax
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	0.1	1	"Bidens pilosa"	Bid_pil
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	0.1	1	"Panicum effusum"	Pan_eff
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	95.2	1	"Litter"	Litter
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	1	5	"Corymbia citriodora"	Cor_cit
T10	Q2	BCCA4	Control	2023	T10.Q2	26/05/2023	1	5	"Breynia oblongifolia"	Bre_obl
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	3	1	"Dianella caerulea"	Dia_cer
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	4	1	"Melinis repens"	Mel_rep
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	1	1	"Lobelia concolor"	Lob_con
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	2.5	1	"Conyza bonariensis"	Con_bon
T10	Q3	BCCA4	Control	2023	T10.Q3	26/05/2023	1	1	"Bothriochloa decipiens"	Bot_dec
